# npcId	objId	min	max	numerator	denominator	rolls	name	rollType
7401	8901	1	1	1	512	1	Black mask	M
7401	561	6	6	3	64	1	Nature rune	M
7401	561	4	4	5	128	1	Nature rune	M
2916	1623	1	1	3	512	1	Uncut sapphire	M
2916	1621	1	1	3	1024	1	Uncut emerald	M
2916	1619	1	1	3	2048	1	Uncut ruby	M
2916	1452	1	1	75	136544	1	Chaos talisman	M
2916	1462	1	1	75	136544	1	Nature talisman	M
2916	1617	1	1	3	8192	1	Uncut diamond	M
2916	830	5	5	3	16384	1	Rune javelin	M
2916	987	1	1	3	16384	1	Loop half of key	M
2916	985	1	1	3	16384	1	Tooth half of key	M
2916	1247	1	1	3	262144	1	Rune spear	M
2916	2366	1	1	3	524288	1	Shield left half	M
2916	1249	1	1	32	7457123	1	Dragon spear	M
2916	555	1	1	1	1	1	Water rune	G
2916	2487	1	1	1	128	1	Blue d'hide vambraces	M
2916	1163	1	1	1	128	1	Rune full helm	M
2916	9337	15	15	5	128	1	Sapphire bolts	M
2916	888	90	90	5	64	1	Mithril arrow	M
2916	555	150	150	3	64	1	Water rune	M
2916	565	17	17	3	128	1	Blood rune	M
2916	560	23	23	5	128	1	Death rune	M
2916	4695	25	75	1	64	1	Mist rune	M
2916	4698	75	100	1	64	1	Mud rune	M
2916	4694	40	60	1	64	1	Steam rune	M
2916	25766	1	1	1	1	1	Fiendish ashes	G
2916	448	10	20	1	32	1	Mithril ore	M
2916	378	18	18	3	128	1	Raw lobster	M
2916	384	8	8	3	128	1	Raw shark	M
2916	385	2	2	3	128	1	Shark	M
2916	2360	10	15	1	128	1	Mithril bar	M
2916	1624	3	3	1	128	1	Uncut sapphire	M
2916	1622	3	3	1	128	1	Uncut emerald	M
2916	1620	3	3	1	128	1	Uncut ruby	M
2916	1618	3	3	1	128	1	Uncut diamond	M
2916	199	1	1	10	569	1	Grimy guam leaf	M
2916	20730	1	1	1	3000	1	Mist battlestaff	R:pre_roll
2916	201	1	1	10	759	1	Grimy marrentill	M
2916	203	1	1	10	1011	1	Grimy tarromin	M
2916	205	1	1	1	130	1	Grimy harralander	M
2916	207	1	1	2	331	1	Grimy ranarr weed	M
2916	209	1	1	5	1138	1	Grimy irit leaf	M
2916	211	1	1	5	1517	1	Grimy avantoe	M
2916	213	1	1	10	3641	1	Grimy kwuarm	M
2916	215	1	1	10	4551	1	Grimy cadantine	M
2916	2485	1	1	5	3034	1	Grimy lantadyme	M
2916	217	1	1	5	3034	1	Grimy dwarf weed	M
2916	1383	1	1	3	64	1	Staff of water	M
2916	5296	1	1	10	1607	1	Toadflax seed	M
2916	5297	1	1	1	236	1	Irit seed	M
2916	5281	1	1	5	1218	1	Belladonna seed	M
2916	5106	1	1	10	3433	1	Poison ivy seed	M
2916	5298	1	1	10	3433	1	Avantoe seed	M
2916	5280	1	1	5	1798	1	Cactus seed	M
2916	22873	1	1	2	1007	1	Potato cactus seed	M
2916	5299	1	1	2	1007	1	Kwuarm seed	M
2916	5300	1	1	5	3776	1	Snapdragon seed	M
2916	5301	1	1	10	10789	1	Cadantine seed	M
2916	1111	1	1	1	64	1	Adamant chainbody	M
2916	5302	1	1	5	7552	1	Lantadyme seed	M
2916	22879	3	3	1	1888	1	Snape grass seed	M
2916	5303	1	1	10	25173	1	Dwarf weed seed	M
2916	5304	1	1	1	3776	1	Torstol seed	M
2916	5321	5	15	3	128	1	Watermelon seed	M
2916	995	2000	3000	15	128	1	Coins	M
2916	572	6	10	1	16	1	Water orb	M
2916	228	40	50	1	32	1	Vial of water	M
2916	1444	1	1	1	32	1	Water talisman	M
2916	407	3	3	1	64	1	Oyster	M
2916	1345	1	1	1	64	1	Adamant warhammer	M
2916	402	20	30	1	64	1	Seaweed	M
2916	232	20	30	1	64	1	Snape grass	M
2916	1147	1	1	1	64	1	Rune med helm	M
2916	23962	1	1	1	24	1	Crystal shard	I
2916	2722	1	1	1	128	1	Clue scroll (hard)	I
2916	1395	1	1	1	32	1	Water battlestaff	M
2916	1403	1	1	1	128	1	Mystic water staff	M
873	4850	1	1	1	1	1	Ogre coffin key	G
873	4812	1	1	1	1	1	Zogre bones	G
873	7848	1	1	1	4	1	Zogre bone	I
873	6807	1	1	1	5000	1	Zombie champion scroll	I
1558	592	1	1	1	1	1	Ashes	G
1558	557	5	10	19	20	1	Earth rune	M
1558	1440	1	1	1	20	1	Earth talisman	M
4185	526	1	1	1	1	1	Bones	G
4185	7914	1	1	1	4	1	Jackal bone	I
243	534	1	1	1	1	1	Babydragon bones	G
243	7839	1	1	1	4	1	Baby dragon bone	I
2044	12934	100	299	1	1	1	Zulrah's scales	G
2044	3204	1	1	1	124	2	Dragon halberd	M
2044	560	300	300	3	62	2	Death rune	M
2044	563	200	200	3	62	2	Law rune	M
2044	562	500	500	3	62	2	Chaos rune	M
2044	3001	10	10	1	124	2	Snapdragon	M
2044	268	30	30	1	124	2	Dwarf weed	M
2044	2999	25	25	1	124	2	Toadflax	M
2044	270	10	10	1	124	2	Torstol	M
2044	5289	1	1	3	124	2	Palm tree seed	M
2044	5288	3	3	3	124	2	Papaya tree seed	M
2044	12922	1	1	1	1024	2	Tanzanite fang	M
2044	5290	2	2	3	124	2	Calquat tree seed	M
2044	5316	1	1	1	62	2	Magic seed	M
2044	5296	2	2	1	124	2	Toadflax seed	M
2044	5300	1	1	1	124	2	Snapdragon seed	M
2044	5303	2	2	1	124	2	Dwarf weed seed	M
2044	5304	1	1	1	124	2	Torstol seed	M
2044	5317	1	1	1	248	2	Spirit seed	M
2044	6290	35	35	11	248	2	Snakeskin	M
2044	452	2	2	11	248	2	Runite ore	M
2044	7937	1500	1500	5	124	2	Pure essence	M
2044	12932	1	1	1	1024	2	Magic fang	M
2044	1780	1000	1000	5	124	2	Flax	M
2044	1516	35	35	5	124	2	Yew logs	M
2044	2362	20	20	1	31	2	Adamantite bar	M
2044	454	200	200	1	31	2	Coal	M
2044	537	12	12	1	31	2	Dragon bones	M
2044	8836	50	50	1	31	2	Mahogany logs	M
2044	12938	4	4	15	248	2	Zul-andra teleport	M
2044	392	35	35	3	62	2	Manta ray	M
2044	5953	10	10	9	248	2	Antidote++(4)	M
2044	9193	12	12	1	31	2	Dragonstone bolt tips	M
2044	12927	1	1	1	1024	2	Serpentine visage	M
2044	1988	250	250	3	124	2	Grapes	M
2044	5975	20	20	3	124	2	Coconut	M
2044	1939	1000	1000	5	248	2	Swamp tar	M
2044	12934	500	500	5	248	2	Zulrah's scales	M
2044	6571	1	1	1	1024	2	Uncut onyx	M
2044	13200	1	1	1	13106	2	Tanzanite mutagen	M
2044	13201	1	1	1	13106	2	Magma mutagen	M
2044	12073	1	1	1	75	1	Clue scroll (elite)	I
2044	12936	1	1	1	3000	1	Jar of swamp	I
2044	12921	1	1	1	4000	1	Pet snakeling	I
2044	1392	10	10	5	124	2	Battlestaff	M
2044	1149	1	1	1	124	2	Dragon med helm	M
2067	526	1	1	1	1	1	Bones	G
4669	526	1	1	1	1	1	Bones	G
4669	561	1	1	1	128	1	Nature rune	M
4669	886	5	5	1	128	1	Steel arrow	M
4669	5318	4	4	1	19	1	Potato seed	M
4669	5319	4	4	1	25	1	Onion seed	M
4669	5324	4	4	1	38	1	Cabbage seed	M
4669	5322	3	3	1	77	1	Tomato seed	M
4669	5320	3	3	1	155	1	Sweetcorn seed	M
4669	5323	2	2	1	311	1	Strawberry seed	M
4669	5321	2	2	1	651	1	Watermelon seed	M
4669	22879	2	2	1	896	1	Snape grass seed	M
4669	9140	2	12	5	64	1	Iron bolts	M
4669	995	1	1	19	128	1	Coins	M
4669	995	7	7	1	8	1	Coins	M
4669	995	5	5	9	64	1	Coins	M
4669	995	12	12	9	128	1	Coins	M
4669	995	4	4	1	16	1	Coins	M
4669	995	25	25	1	32	1	Coins	M
4669	995	17	17	1	32	1	Coins	M
4669	995	30	30	1	64	1	Coins	M
4669	1203	1	1	3	64	1	Iron dagger	M
4669	1446	1	1	3	128	1	Body talisman	M
4669	886	1	1	1	32	1	Steel arrow	M
4669	1947	1	1	1	128	1	Grain	M
4669	440	1	1	1	128	1	Iron ore	M
4669	2801	1	1	1	128	1	Clue scroll (medium)	I
4669	995	30	30	1	1	1	Coins	G
4669	882	1	1	3	128	1	Bronze arrow	M
4669	556	6	6	1	64	1	Air rune	M
4669	557	3	3	1	64	1	Earth rune	M
4669	554	2	2	1	64	1	Fire rune	M
4669	565	1	1	1	128	1	Blood rune	M
4669	562	1	1	1	128	1	Chaos rune	M
4277	526	1	1	1	1	1	Bones	G
9502	23962	1	1	1	24	1	Crystal shard	M
9502	13480	1	1	1	50	1	Ensouled elf head	M
9502	2722	1	1	1	128	1	Clue scroll (hard)	I
9502	526	1	1	1	1	1	Bones	G
9502	23959	1	1	1	1024	1	Enhanced crystal teleport seed	M
9502	1099	1	1	3	128	1	Green d'hide chaps	M
9502	1135	1	1	1	32	1	Green d'hide body	M
9502	1243	1	1	1	64	1	Mithril spear	M
9502	1197	1	1	1	128	1	Mithril kiteshield	M
9502	1161	1	1	1	128	1	Adamant full helm	M
9502	1213	1	1	1	128	1	Rune dagger	M
9502	555	70	70	1	16	1	Water rune	M
9502	561	12	12	5	128	1	Nature rune	M
9502	563	2	2	3	128	1	Law rune	M
9502	554	37	37	3	128	1	Fire rune	M
9502	199	1	1	10	341	1	Grimy guam leaf	M
9502	201	1	1	2	91	1	Grimy marrentill	M
9502	203	1	1	10	607	1	Grimy tarromin	M
9502	205	1	1	1	78	1	Grimy harralander	M
9502	207	1	1	10	993	1	Grimy ranarr weed	M
9502	209	1	1	2	273	1	Grimy irit leaf	M
9502	211	1	1	1	182	1	Grimy avantoe	M
9502	213	1	1	2	437	1	Grimy kwuarm	M
9502	215	1	1	10	2731	1	Grimy cadantine	M
9502	2485	1	1	10	3641	1	Grimy lantadyme	M
9502	217	1	1	10	3641	1	Grimy dwarf weed	M
9502	995	20	20	5	128	1	Coins	M
9502	995	44	44	29	128	1	Coins	M
9502	995	180	180	5	64	1	Coins	M
9502	6103	1	1	25	128	1	Crystal teleport seed	M
9502	365	1	1	3	128	1	Bass	M
9502	385	1	1	3	128	1	Shark	M
9502	449	1	1	1	128	1	Adamantite ore	M
10689	434	3	4	3	26	1	Clay	M
10689	1617	1	1	1	52	1	Uncut diamond	M
10689	1452	1	1	1	52	1	Chaos talisman	M
10689	25676	12	24	3	10	1	Barronite shards	I
10689	25700	1	1	2	15	1	Chaos core	I
10689	25639	1	1	1	150	1	Barronite guard	I
10689	23182	1	1	1	100	1	Clue scroll (beginner)	I
10689	440	3	4	3	26	1	Iron ore	M
10689	442	3	4	3	26	1	Silver ore	M
10689	444	2	3	3	26	1	Gold ore	M
10689	1437	4	6	3	26	1	Rune essence	M
10689	562	5	10	2	13	1	Chaos rune	M
10689	1623	1	1	3	26	1	Uncut sapphire	M
10689	1621	1	1	1	13	1	Uncut emerald	M
10689	1619	1	1	1	26	1	Uncut ruby	M
1834	532	1	1	1	1	1	Big bones	G
1834	2722	1	1	1	128	1	Clue scroll (hard)	I
1834	10976	1	1	1	400	1	Long bone	M
1834	10977	1	1	2	10025	1	Curved bone	M
1834	1623	1	1	1	4	1	Uncut sapphire	M
1834	1621	1	1	1	8	1	Uncut emerald	M
1834	1619	1	1	1	16	1	Uncut ruby	M
1834	1452	1	1	100	4267	1	Chaos talisman	M
1834	1462	1	1	100	4267	1	Nature talisman	M
1834	1617	1	1	1	64	1	Uncut diamond	M
1834	830	5	5	1	128	1	Rune javelin	M
1834	987	1	1	1	128	1	Loop half of key	M
1834	985	1	1	1	128	1	Tooth half of key	M
1834	1247	1	1	1	2048	1	Rune spear	M
1834	2366	1	1	1	4096	1	Shield left half	M
1834	1249	1	1	25	136544	1	Dragon spear	M
1834	9016	1	1	1	3	1	Gorak claws	M
3010	526	1	1	1	1	1	Bones	G
3010	561	1	1	1	128	1	Nature rune	M
3010	886	5	5	1	128	1	Steel arrow	M
3010	5318	4	4	1	19	1	Potato seed	M
3010	5319	4	4	1	25	1	Onion seed	M
3010	5324	4	4	1	38	1	Cabbage seed	M
3010	5322	3	3	1	77	1	Tomato seed	M
3010	5320	3	3	1	155	1	Sweetcorn seed	M
3010	5323	2	2	1	311	1	Strawberry seed	M
3010	5321	2	2	1	651	1	Watermelon seed	M
3010	22879	2	2	1	896	1	Snape grass seed	M
3010	9140	2	12	5	64	1	Iron bolts	M
3010	995	1	1	19	128	1	Coins	M
3010	995	7	7	1	8	1	Coins	M
3010	995	5	5	9	64	1	Coins	M
3010	995	12	12	9	128	1	Coins	M
3010	995	4	4	1	16	1	Coins	M
3010	995	25	25	1	32	1	Coins	M
3010	995	17	17	1	32	1	Coins	M
3010	995	30	30	1	64	1	Coins	M
3010	1203	1	1	3	64	1	Iron dagger	M
3010	1446	1	1	3	128	1	Body talisman	M
3010	886	1	1	1	32	1	Steel arrow	M
3010	1947	1	1	1	128	1	Grain	M
3010	440	1	1	1	128	1	Iron ore	M
3010	2801	1	1	1	128	1	Clue scroll (medium)	I
3010	995	30	30	1	1	1	Coins	G
3010	882	1	1	3	128	1	Bronze arrow	M
3010	556	6	6	1	64	1	Air rune	M
3010	557	3	3	1	64	1	Earth rune	M
3010	554	2	2	1	64	1	Fire rune	M
3010	565	1	1	1	128	1	Blood rune	M
3010	562	1	1	1	128	1	Chaos rune	M
975	1623	1	1	1	512	1	Uncut sapphire	M
975	1621	1	1	1	1024	1	Uncut emerald	M
975	1619	1	1	1	2048	1	Uncut ruby	M
975	1452	1	1	25	136544	1	Chaos talisman	M
975	1462	1	1	25	136544	1	Nature talisman	M
975	1617	1	1	1	8192	1	Uncut diamond	M
975	830	5	5	1	16384	1	Rune javelin	M
975	987	1	1	1	16384	1	Loop half of key	M
975	985	1	1	1	16384	1	Tooth half of key	M
975	1247	1	1	1	262144	1	Rune spear	M
975	2366	1	1	1	524288	1	Shield left half	M
975	1249	1	1	7	4893737	1	Dragon spear	M
975	526	1	1	1	1	1	Bones	G
975	5281	1	1	10	541	1	Belladonna seed	M
975	5106	1	1	10	763	1	Poison ivy seed	M
975	5298	1	1	10	763	1	Avantoe seed	M
975	5280	1	1	10	799	1	Cactus seed	M
975	22873	1	1	10	1119	1	Potato cactus seed	M
975	5299	1	1	10	1119	1	Kwuarm seed	M
975	5300	1	1	5	839	1	Snapdragon seed	M
975	5301	1	1	10	2397	1	Cadantine seed	M
975	5302	1	1	5	1678	1	Lantadyme seed	M
975	22879	3	3	5	2098	1	Snape grass seed	M
975	1239	1	1	3	64	1	Iron spear	M
975	5303	1	1	5	2797	1	Dwarf weed seed	M
975	5304	1	1	10	8391	1	Torstol seed	M
975	301	1	1	3	32	1	Lobster pot	M
975	345	3	3	1	32	1	Raw herring	M
975	327	5	5	1	32	1	Raw sardine	M
975	311	1	1	3	128	1	Harpoon	M
975	314	15	15	1	64	1	Feather	M
975	313	50	50	1	64	1	Fishing bait	M
975	377	1	1	1	64	1	Raw lobster	M
975	359	1	1	1	64	1	Raw tuna	M
975	1237	1	1	5	128	1	Bronze spear	M
975	401	10	10	1	64	1	Seaweed	M
975	413	1	1	1	128	1	Oyster pearls	M
975	411	2	2	1	128	1	Oyster pearl	M
975	995	56	56	29	128	1	Coins	M
975	995	25	25	9	128	1	Coins	M
975	995	44	44	1	16	1	Coins	M
975	995	41	41	3	64	1	Coins	M
975	405	1	1	1	128	1	Casket	M
975	45	12	12	1	64	1	Opal bolt tips	M
975	1243	1	1	1	128	1	Mithril spear	M
975	555	15	15	1	32	1	Water rune	M
975	7857	1	1	1	4	1	Dagannoth ribs	I
975	13492	1	1	1	40	1	Ensouled dagannoth head	I
975	2801	1	1	1	128	1	Clue scroll (medium)	I
975	886	15	15	1	64	1	Steel arrow	M
975	828	3	3	1	128	1	Mithril javelin	M
975	5296	1	1	10	357	1	Toadflax seed	M
975	5297	1	1	5	262	1	Irit seed	M
3445	526	1	1	1	1	1	Bones	G
3445	87	1	1	1	8	1	Armadyl pendant	M
7541	20890	1	1	1	1	1	Tekton's journal	G
7541	20910	5	5	1	1	1	Stinkhorn mushroom	G
7541	20996	2	2	1	1	1	Overload (+)(4)	G
7541	20972	1	1	1	1	1	Prayer enhance (+)(4)	G
7541	20960	1	1	1	1	1	Revitalisation (+)(4)	G
7541	6573	1	1	1	450	1	Onyx	M
7862	11941	1	1	1	3	1	Looting bag	I
7862	13510	1	1	1	35	1	Ensouled dragon head	I
7862	2722	1	1	1	128	1	Clue scroll (hard)	I
7862	12073	1	1	1	500	1	Clue scroll (elite)	I
7862	11286	1	1	1	5000	1	Draconic visage	I
7862	536	1	1	1	1	1	Dragon bones	G
7862	1747	1	1	1	1	1	Black dragonhide	G
7862	1123	1	1	5	32	1	Adamant platebody	M
7862	868	15	15	7	128	1	Rune knife	M
7862	868	10	10	3	64	1	Rune knife	M
7862	1317	1	1	1	32	1	Adamant 2h sword	M
7862	1371	1	1	3	128	1	Adamant battleaxe	M
7862	1359	1	1	3	128	1	Rune axe	M
7862	868	5	5	3	128	1	Rune knife	M
7862	1147	1	1	1	128	1	Rune med helm	M
7862	1201	1	1	1	128	1	Rune kiteshield	M
7862	1303	1	1	1	128	1	Rune longsword	M
7862	560	10	10	1	16	1	Death rune	M
7862	563	10	10	5	128	1	Law rune	M
7862	565	10	10	3	128	1	Blood rune	M
7862	562	25	25	1	128	1	Chaos rune	M
7862	995	500	999	5	16	1	Coins	M
7862	995	1000	1999	5	64	1	Coins	M
7862	995	690	690	1	128	1	Coins	M
7862	19582	25	25	3	64	1	Dragon javelin heads	M
7862	2362	1	1	3	128	1	Adamantite bar	M
7862	7946	2	2	3	128	1	Monkfish	M
3139	1623	1	1	3	512	1	Uncut sapphire	M
3139	1621	1	1	3	1024	1	Uncut emerald	M
3139	1619	1	1	3	2048	1	Uncut ruby	M
3139	1452	1	1	75	136544	1	Chaos talisman	M
3139	1462	1	1	75	136544	1	Nature talisman	M
3139	1617	1	1	3	8192	1	Uncut diamond	M
3139	830	5	5	3	16384	1	Rune javelin	M
3139	987	1	1	3	16384	1	Loop half of key	M
3139	985	1	1	3	16384	1	Tooth half of key	M
3139	1247	1	1	3	262144	1	Rune spear	M
3139	2366	1	1	3	524288	1	Shield left half	M
3139	1249	1	1	32	7457123	1	Dragon spear	M
3139	25766	1	1	1	1	1	Fiendish ashes	G
3139	562	12	12	5	128	1	Chaos rune	M
3139	560	3	3	3	128	1	Death rune	M
3139	995	10	10	7	128	1	Coins	M
3139	995	40	40	3	16	1	Coins	M
3139	995	120	120	5	32	1	Coins	M
3139	995	200	200	5	64	1	Coins	M
3139	995	450	450	1	64	1	Coins	M
3139	444	1	1	1	16	1	Gold ore	M
3139	1993	1	1	1	64	1	Jug of wine	M
3139	1353	1	1	1	32	1	Steel axe	M
3139	1157	1	1	1	32	1	Steel full helm	M
3139	11941	1	1	1	3	1	Looting bag	I
3139	11942	1	1	1	60	1	Ecumenical key	M
3139	2801	1	1	1	128	1	Clue scroll (medium)	I
3139	1109	1	1	1	64	1	Mithril chainbody	M
3139	1387	1	1	3	128	1	Staff of fire	M
3139	4123	1	1	1	128	1	Steel boots	M
3139	1145	1	1	1	128	1	Adamant med helm	M
3139	554	30	30	21	128	1	Fire rune	M
3139	554	60	60	1	16	1	Fire rune	M
2516	1623	1	1	1	200	1	Uncut sapphire	M
2516	1621	1	1	1	400	1	Uncut emerald	M
2516	1619	1	1	1	800	1	Uncut ruby	M
2516	1452	1	1	2	4267	1	Chaos talisman	M
2516	1462	1	1	2	4267	1	Nature talisman	M
2516	1617	1	1	1	3200	1	Uncut diamond	M
2516	830	5	5	1	6400	1	Rune javelin	M
2516	987	1	1	1	6400	1	Loop half of key	M
2516	985	1	1	1	6400	1	Tooth half of key	M
2516	1247	1	1	1	102400	1	Rune spear	M
2516	2366	1	1	1	204800	1	Shield left half	M
2516	1249	1	1	1	273088	1	Dragon spear	M
2516	526	1	1	1	1	1	Bones	G
2516	201	1	1	5	889	1	Grimy marrentill	M
2516	203	1	1	1	237	1	Grimy tarromin	M
2516	205	1	1	5	1524	1	Grimy harralander	M
2516	207	1	1	10	3879	1	Grimy ranarr weed	M
2516	209	1	1	10	5333	1	Grimy irit leaf	M
2516	211	1	1	10	7111	1	Grimy avantoe	M
2516	213	1	1	10	8533	1	Grimy kwuarm	M
2516	215	1	1	10	10667	1	Grimy cadantine	M
2516	2485	1	1	5	7111	1	Grimy lantadyme	M
2516	217	1	1	5	7111	1	Grimy dwarf weed	M
2516	869	1	1	1	100	1	Black knife	M
2516	5100	1	1	1	765	1	Limpwurt seed	M
2516	5323	1	1	1	800	1	Strawberry seed	M
2516	5292	1	1	5	4192	1	Marrentill seed	M
2516	5104	1	1	10	11391	1	Jangerberry seed	M
2516	5293	1	1	10	12329	1	Tarromin seed	M
2516	5311	1	1	10	12627	1	Wildblood seed	M
2516	5321	1	1	2	3327	1	Watermelon seed	M
2516	5294	1	1	5	9357	1	Harralander seed	M
2516	22879	1	1	1	2620	1	Snape grass seed	M
2516	5295	1	1	5	13436	1	Ranarr seed	M
2516	581	1	1	1	100	1	Black robe	M
2516	5105	1	1	5	15412	1	Whiteberry seed	M
2516	5282	1	1	5	18069	1	Mushroom spore	M
2516	5296	1	1	2	7763	1	Toadflax seed	M
2516	5281	1	1	5	29111	1	Belladonna seed	M
2516	5297	1	1	5	29111	1	Irit seed	M
2516	5106	1	1	2	16123	1	Poison ivy seed	M
2516	5298	1	1	10	87333	1	Avantoe seed	M
2516	5280	1	1	10	87333	1	Cactus seed	M
2516	5299	1	1	5	58222	1	Kwuarm seed	M
2516	22873	1	1	1	13100	1	Potato cactus seed	M
2516	890	5	14	1	25	1	Adamant arrow	M
2516	5300	1	1	1	20960	1	Snapdragon seed	M
2516	5301	1	1	1	26200	1	Cadantine seed	M
2516	5302	1	1	10	349333	1	Lantadyme seed	M
2516	5303	1	1	1	52400	1	Dwarf weed seed	M
2516	5304	1	1	1	104800	1	Torstol seed	M
2516	7937	15	15	1	20	1	Pure essence	M
2516	1437	15	15	1	20	1	Rune essence	M
2516	448	3	7	1	50	1	Mithril ore	M
2516	995	8	8	33	100	1	Coins	M
2516	995	5	204	1	10	1	Coins	M
2516	560	10	10	1	10	1	Death rune	M
2516	995	10	10	3	100	1	Coins	M
2516	995	5	5	1	100	1	Coins	M
2516	11940	60	60	33	100	1	Dark fishing bait	M
2516	313	60	60	33	100	1	Fishing bait	M
2516	9008	1	1	3	100	1	Left skull half	M
2516	365	1	1	1	50	1	Bass	M
2516	187	1	1	1	50	1	Weapon poison	M
2516	7082	1	1	1	100	1	Fried mushrooms	M
2516	565	11	11	3	50	1	Blood rune	M
2516	563	2	2	3	50	1	Law rune	M
2516	2722	1	1	1	512	1	Clue scroll (hard)	I
2516	19677	1	1	1	293	1	Ancient shard	M
2516	19679	1	1	1	440	1	Dark totem base	M
2516	19681	1	1	1	440	1	Dark totem middle	M
2516	19683	1	1	1	440	1	Dark totem top	M
2516	565	5	5	3	100	1	Blood rune	M
2516	199	1	1	10	1333	1	Grimy guam leaf	M
8698	526	1	1	1	1	1	Bones	G
8698	1033	1	1	1	20	1	Zamorak monk bottom	M
8698	1035	1	1	1	20	1	Zamorak monk top	M
8698	2944	1	1	1	1	1	Golden key	G
8698	11941	1	1	1	6	1	Looting bag	I
938	1623	1	1	5	512	1	Uncut sapphire	M
938	1621	1	1	5	1024	1	Uncut emerald	M
938	1619	1	1	5	2048	1	Uncut ruby	M
938	1452	1	1	125	136544	1	Chaos talisman	M
938	1462	1	1	125	136544	1	Nature talisman	M
938	1617	1	1	5	8192	1	Uncut diamond	M
938	830	5	5	5	16384	1	Rune javelin	M
938	987	1	1	5	16384	1	Loop half of key	M
938	985	1	1	5	16384	1	Tooth half of key	M
938	1247	1	1	5	262144	1	Rune spear	M
938	2366	1	1	5	524288	1	Shield left half	M
938	1249	1	1	71	9927295	1	Dragon spear	M
938	532	1	1	1	1	1	Big bones	G
938	563	2	2	3	128	1	Law rune	M
938	557	45	45	1	128	1	Earth rune	M
938	557	25	25	1	128	1	Earth rune	M
938	199	1	1	10	341	1	Grimy guam leaf	M
938	201	1	1	2	91	1	Grimy marrentill	M
938	203	1	1	10	607	1	Grimy tarromin	M
938	205	1	1	1	78	1	Grimy harralander	M
938	207	1	1	10	993	1	Grimy ranarr weed	M
938	209	1	1	2	273	1	Grimy irit leaf	M
